domain,saas,pbn,checked,magazine,food,news,lifestyle,shop,reviews,kitchen,music,school,business,finance,legal,fashion,travel,technology,store,stories,cbd,education,health,construction,finances,medical,real estate,technologies,entertainment,celebrities,celebrity,review,law,tech,university,biography,net worth,casino,daily
femfounder.co,2.0,7.0,True,,,,True,True,,,,,,,True,,True,True,,,,True,,,True,,,,,,,,,,,,,,
femfwd.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
femgevityhealth.com,2.0,1.0,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feminade.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feministduration.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feministwiki.org,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
femmella.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
femmenest.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
femmenordic.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fempreneursecrets.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fenceconsultingservices.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fendahl.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fenegromonte.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fengshuiworld.sg,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fengyangtcm.com,0.0,1.0,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fenimoreasset.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fenixcommerce.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fenixlight.co.uk,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fennec.co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fenstermaker.com,1.0,2.0,True,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
fentonfire.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fentonmo.org,0.0,1.0,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
fentress.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferapetorganics.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fercam.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fercoshutters.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferendum.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feri.org,0.0,6.0,True,,,True,True,,,,,,,,,,True,,,,True,,True,,,,,,,,,,,,,,,True,
ferlafamilybikes.com,0.0,1.0,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fermin.consulting,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fernandosimon.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferneboutique.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fernhillfibre.co.uk,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fernsfeathers.ca,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fernstudium.rptu.de,0.0,1.0,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferodo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferosomcanada.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferpection.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferrarovega.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferriot.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferronequipments.co.in,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferrymorse.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fertilebodyyoga.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fertileearthwormfarm.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fertilityawarenessproject.ca,0.0,1.0,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fertilitycounsellingcare.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fertilityspace.io,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fessa.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
festival.sundance.org,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
festivalaundry.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
festiveware.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
festra.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fetalcaredallas.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fetcharate.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fetcher.ai,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fetchie.app,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fetchingdog.net,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fetheray.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fevicreate.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fexa.io,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feyachi.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fezibo.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ffab.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ffb.co.uk,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
ffequipmentleasing.com,0.0,1.0,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
fffuel.co,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fflc.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ffministry.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ffmpeg.org,0.0,2.0,True,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
ffs.co.uk,0.0,3.0,True,,,,,True,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,
ffwagency.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fgames.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fhahandbook.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fhealthfcu.org,2.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fhhcpas.com,0.0,1.0,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
fhiheat.com,0.0,1.0,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fhiworks.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fhpentertainment.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fhr-solutions.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fhusagrapevine.sportspilot.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fi.co,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fia.team,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiabvi.vg,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiatwm.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiberguide.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiberoptics4sale.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fibery.io,2.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fibichlaw.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fibota.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ficoh.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ficonsulting.com,2.0,1.0,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fidele.co,0.0,1.0,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fidelifacts.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fidelissecurity.com,1.0,2.0,True,,,,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,
fidelitybackgroundchecks.com,2.0,3.0,True,,,True,,,,,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,
fidelitybankinvestments.com,1.0,1.0,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fidelitycleaning.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fidelitydigitalassets.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fidelityinternetmarketing.ca,2.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fidelitypayment.com,2.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fidelix.com,1.0,1.0,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fidlock.us,0.0,5.0,True,,,True,True,True,,,,,,,,,,True,,,,,,,,,,True,,,,,,,,,,,
fidsafe.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiduciarienotenstein.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiduciarydecisions.com,2.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiegenconstruction.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fieldagent.net,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fieldandmain.com,0.0,1.0,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
fieldcode.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fieldcompany.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fielddrive.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fieldhub.com,2.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fieldko.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fieldmuseum.org,0.0,1.0,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
fields-data-recovery.co.uk,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fields-data-recovery.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fieldservicenews.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fieldserviceusa.wbresearch.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fieldsheer.com,1.0,1.0,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
fieldtech.trimble.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fieldtechnologiesonline.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fieldworkhub.com,5.0,1.0,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
fiera.digital,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fieracosmetics.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiercecreative.agency,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiercecreativesolutions.com,2.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fierceforward.com,0.0,1.0,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiercefruit.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiercelynxdesigns.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiercenature.co.uk,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fifeanddruminn.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fifthq.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fifthrow.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fifthvantage.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiftyandfifty.org,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiftyshadesgreener.ie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiftytwohundredphoto.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig.io,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
figgstreetco.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fighillfarm.net,0.0,1.0,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fight4vets.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fightgeardirect.com.au,0.0,1.0,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fightingspiritfilmfestival.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fightsforright.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
figi.itu.int,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
figjammobile.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
figrow.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
figura.finance,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiime.cn,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiko.me,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fil.org,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filab.fr,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filament2print.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filbetpro.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
file.io,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filecenterreceipts.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filecenterstore.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filecoin.io,0.0,1.0,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
filecr.com,0.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
filecrat.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filedn.com,2.0,1.0,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
filekeepers.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filemanager.one.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
files-conversion.com,3.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
files.com,3.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
files.community,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
files.dep.state.pa.us,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
files.gotocon.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
files.jscape.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filestash.app,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filestring.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filet.finance,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filetactics.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filetrackingrfid.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filetrackingsystemsiot.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filipinowedding.com,0.0,1.0,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fillaree.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fillipfleet.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filliptechnologies.com,23.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filmar.com,1.0,1.0,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filmcamerastore.co.uk,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filmcrux.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filmdistrictindia.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filmindustrycpa.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filmla.com,1.0,1.0,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filmlegacy.net,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filmlondon.org.uk,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filmmaking.net,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filmscanuk.co.uk,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filmsfatale.com,0.0,1.0,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filmtvlaw.com,1.0,2.0,True,,,,,,,,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,
filmustage.com,1.0,3.0,True,,,,,,,,,,,,True,,,,,,,True,,,,,,True,,,,,,,,,,,
filnenna.com,1.0,1.0,True,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
filomenasalonspa.com,2.0,1.0,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filpac.com,2.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filtered.ai,2.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filtermaker.fr,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filthyrichwriter.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fimed.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fin-reg.ch,0.0,1.0,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finaccdirect.com,2.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finage.co.uk,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finaid.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finairo.co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final-yearproject.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finaldraft.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finaldrive-trackmotors.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finalfeecalc.co.uk,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finalis.com,2.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finalstepmarketing.com,7.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finance.ec.europa.eu,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finance.ecinnovations.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finance.icalculator.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finance.ubc.ca,0.0,1.0,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
financealliance.io,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
financebox.co.uk,3.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
financebuzz.com,0.0,1.0,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
financeconclusion.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
financeexpress.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
financeformulas.net,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
financeprojectmanager.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
financeshoots.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
financeunlocked.com,3.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
financhill.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
financial-functions.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
financial-insights.co.uk,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
financial-planning.com,0.0,1.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
financialaccess.org,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
financialaccounting.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
financialaidcoach.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
financialaidservices.org,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
financialcalculators.net,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
financialcg.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
financialconsultantgroup.net,3.0,1.0,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
financialexcelmodeling.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
financialinvestigators.net,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
financialit.net,0.0,2.0,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
financialmanagementservices.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
financialmarkets.media,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
financialmodelingservice.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
financialmodelling.mazars.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
financialpa.com,1.0,1.0,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
financialplanningassociation.org,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
financialpoise.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
financialprogression.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
financialprotectionforum.org,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
financialtranslationservices.com,1.0,2.0,True,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
finanshels.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finanteq.com,3.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finantisvalue.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finary.com,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finbyz.tech,3.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fincapfinancialgroup.ca,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fincent.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fincosearch.com,1.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
