domain,saas,pbn,checked
nolo.com,1.0,1.0,True
nordea.com,,,
reliableplant.com,1.0,1.0,True
northerntrust.com,,,
sourcesecurity.com,0.0,0.0,True
novo.co,0.0,1.0,True
nowcorp.com,0.0,0.0,True
nqa.com,,,
nrffoundation.org,0.0,0.0,True
nten.org,0.0,0.0,True
ntnu.no,0.0,0.0,True
nttdatapay.com,1.0,1.0,True
nuancedmedia.com,4.0,0.0,True
barrie.ca,0.0,0.0,True
nuoptima.com,5.0,0.0,True
nytlicensing.com,0.0,0.0,True
obiyaninfotech.com,14.0,0.0,True
ocr-inc.com,0.0,0.0,True
oddsmonkey.com,,,
offeo.com,0.0,0.0,True
officeinteriors.ca,0.0,0.0,True
okcredit.in,0.0,0.0,True
oktopost.com,1.0,0.0,True
olshanlaw.com,0.0,1.0,True
dtcc.com,0.0,0.0,True
omnicalculator.com,1.0,0.0,True
onaudience.com,0.0,0.0,True
ondeck.com,0.0,0.0,True
onfleet.com,0.0,0.0,True
ongraph.com,7.0,1.0,True
onlinecheckwriter.com,1.0,1.0,True
online24x7.net,7.0,1.0,True
onlinemanipal.com,0.0,0.0,True
online-tech-tips.com,0.0,1.0,True
onmogul.com,2.0,3.0,True
onrampfunds.com,0.0,0.0,True
onrec.com,0.0,1.0,True
ontopmarketing.agency,3.0,0.0,True
openaire.eu,0.0,0.0,True
opengrowth.com,0.0,0.0,True
openoffice.org,0.0,0.0,True
opensource.com,0.0,0.0,True
openworksweb.com,2.0,1.0,True
opkey.com,1.0,2.0,True
oploxtech.com,6.0,0.0,True
optimalworkshop.com,,,
orangemantra.com,8.0,1.0,True
orionnetworks.net,2.0,1.0,True
oroinc.com,0.0,0.0,True
hyperwriteai.com,1.0,0.0,True
ourbusinessladder.com,2.0,0.0,True
ourworldindata.org,0.0,0.0,True
outlookindia.com,0.0,5.0,True
overthetopseo.com,22.0,0.0,True
owler.com,1.0,0.0,True
oxygenites.com,3.0,0.0,True
ozonetel.com,5.0,2.0,True
pabbly.com,0.0,0.0,True
pagetraffic.in,7.0,2.0,True
palgrave.com,0.0,1.0,True
papercut.com,0.0,1.0,True
papershift.com,0.0,0.0,True
parcelbroker.co.uk,0.0,0.0,True
parcelpending.com,0.0,0.0,True
centralbank.ie,1.0,1.0,True
patch.com,0.0,0.0,True
pathlock.com,0.0,0.0,True
pcori.org,0.0,0.0,True
patientnews.com,,,
payroll.org,0.0,3.0,True
paysera.com,0.0,0.0,True
paytm.com,3.0,1.0,True
paytrace.net,0.0,0.0,True
pbs.org,0.0,3.0,True
pcl.com,0.0,0.0,True
pcliquidations.com,1.0,1.0,True
pdfa.org,0.0,1.0,True
pdfforge.org,0.0,0.0,True
pdfsimpli.com,8.0,5.0,True
creative.onl,4.0,0.0,True
peerspace.com,0.0,0.0,True
peopledevelopmentmagazine.com,0.0,0.0,True
peoplemanagingpeople.com,16.0,0.0,True
peoplematters.in,0.0,0.0,True
people.ai,0.0,0.0,True
peoplefinders.com,0.0,0.0,True
pepperi.com,,,
perillon.com,,,
perkins.org,0.0,0.0,True
slco.org,0.0,1.0,True
pewresearch.org,0.0,0.0,True
pharma-iq.com,0.0,1.0,True
photoretouchingservices.net,0.0,0.0,True
phygital-insights.com,4.0,1.0,True
physicianspractice.com,0.0,2.0,True
pictory.ai,0.0,0.0,True
pantone.com,0.0,0.0,True
pinelabs.com,0.0,1.0,True
pixelqa.com,9.0,0.0,True
pixelettetech.com,6.0,0.0,True
pixellogo.com,1.0,0.0,True
pixelmator.com,0.0,0.0,True
planetpci-tech.com,2.0,1.0,True
planetdds.com,0.0,0.0,True
planetizen.com,0.0,2.0,True
planguru.com,0.0,0.0,True
playlistpush.com,0.0,0.0,True
linux.org,0.0,0.0,True
plexus.co,1.0,0.0,True
plumhq.com,0.0,0.0,True
pnjsharptech.com,8.0,1.0,True
poegroupadvisors.com,0.0,0.0,True
softwaretestinglead.com,0.0,0.0,True
politifact.com,0.0,0.0,True
popwebdesign.net,0.0,0.0,True
popevents.ca,0.0,1.0,True
posirank.com,7.0,0.0,True
possibleworks.com,0.0,0.0,True
postalytics.com,,,
postermywall.com,0.0,2.0,True
postgrid.ca,6.0,3.0,True
powerreviews.com,0.0,0.0,True
powertofly.com,2.0,1.0,True
ppms.in,,,
su.se,0.0,1.0,True
prnewsonline.com,2.0,1.0,True
practicalecommerce.com,7.0,2.0,True
prakashinfotech.com,9.0,2.0,True
prancer.io,3.0,0.0,True
jonaspremier.com,0.0,0.0,True
prepostseo.com,1.0,0.0,True
prevalent.net,0.0,0.0,True
primexbt.com,0.0,1.0,True
printivity.com,1.0,0.0,True
prioridata.com,0.0,0.0,True
ipropertymanagement.com,1.0,0.0,True
priva.com,0.0,0.0,True
proceedgroup.com,2.0,0.0,True
process.st,1.0,1.0,True
proclinical.com,0.0,0.0,True
prodesigns.com,1.0,0.0,True
producthq.org,0.0,1.0,True
productive.io,0.0,0.0,True
professionalacademy.com,1.0,0.0,True
pmi.org,0.0,0.0,True
louisem.com,0.0,0.0,True
promoteabhi.com,15.0,0.0,True
propublica.org,0.0,0.0,True
proservice.com,1.0,0.0,True
protocol.com,3.0,1.0,True
ipfs.io,0.0,0.0,True
protranslate.net,0.0,0.0,True
proxify.io,0.0,0.0,True
pngtree.com,0.0,5.0,True
bestbuy.com,,,
mnsmarketgroup.com,7.0,5.0,True
purplecv.co.uk,0.0,0.0,True
pushwoosh.com,0.0,0.0,True
putitforward.com,2.0,1.0,True
pyritetechnologies.com,2.0,0.0,True
qceventplanning.com,0.0,0.0,True
qinprinting.com,0.0,0.0,True
quali.com,0.0,0.0,True
quicken.com,0.0,0.0,True
quickstart.com,0.0,0.0,True
quirkydigital.com,0.0,1.0,True
raconteur.net,0.0,1.0,True
rademade.com,0.0,0.0,True
radon-media.com,4.0,0.0,True
rainsalestraining.com,,,
raindance.org,0.0,0.0,True
rainpos.com,2.0,1.0,True
rankingcoach.com,2.0,0.0,True
rapidinnovation.io,6.0,0.0,True
rapidsofttechnologies.com,0.0,0.0,True
office365itpros.com,1.0,0.0,True
reachstudios.co.uk,5.0,2.0,True
reactev.com,0.0,0.0,True
readwritethink.org,0.0,0.0,True
readwrite.com,0.0,5.0,True
managementpros.com,1.0,0.0,True
realsimple.com,0.0,0.0,True
roboticsandautomationnews.com,1.0,5.0,True
redridercreative.com,1.0,0.0,True
redpoints.com,0.0,0.0,True
redscan.com,8.0,4.0,True
reed.com,0.0,3.0,True
getreferralmd.com,1.0,0.0,True
reinvently.com,0.0,2.0,True
reliefweb.int,0.0,0.0,True
remote.co,0.0,0.0,True
remoteyear.com,0.0,0.0,True
renaissanceins.com,0.0,1.0,True
rentalrealestate.com,4.0,5.0,True
rentechdigital.com,1.0,0.0,True
rented.com,,,
reservations.com,0.0,0.0,True
resilio.com,0.0,1.0,True
resmarksystems.com,0.0,0.0,True
respeecher.com,0.0,1.0,True
resultfirst.com,0.0,0.0,True
toronto.ca,,,
retailwire.com,0.0,0.0,True
revenued.com,0.0,0.0,True
reversinglabs.com,0.0,0.0,True
reviewtrackers.com,0.0,0.0,True
revuze.it,0.0,0.0,True
rezi.ai,2.0,1.0,True
richads.com,0.0,0.0,True
richterstudios.com,0.0,0.0,True
rismedia.com,0.0,3.0,True
roboforex.com,0.0,0.0,True
robomarkets.com,0.0,0.0,True
rockdovesolutions.com,,,
rocketreach.co,0.0,0.0,True
rockwool.com,0.0,0.0,True
roiinstitute.net,0.0,0.0,True
nj.com,0.0,4.0,True
romax.co.uk,2.0,1.0,True
rootsanalysis.com,0.0,0.0,True
rootstrap.com,0.0,0.0,True
route4me.com,0.0,0.0,True
rusi.org,0.0,1.0,True
rrgraphdesign.com,0.0,0.0,True
rushkar.com,3.0,0.0,True
saasant.com,0.0,0.0,True
saasguru.co,0.0,0.0,True
sales-i.com,,,
salesforceben.com,0.0,1.0,True
ncs.co,2.0,1.0,True
sapinsider.org,1.0,2.0,True
savethestudent.org,0.0,4.0,True
savvycomsoftware.com,5.0,3.0,True
sayers.com,0.0,0.0,True
schedulicity.com,0.0,0.0,True
scmagazine.com,1.0,0.0,True
scribbr.com,1.0,0.0,True
scripbox.com,0.0,1.0,True
scsengineers.com,,,
sectigo.com,0.0,0.0,True
freeprivacypolicy.com,0.0,1.0,True
securetrust.com,1.0,1.0,True
secureworld.io,1.0,1.0,True
builtinsf.com,0.0,0.0,True
seekahost.co.uk,2.0,0.0,True
seerinteractive.com,0.0,0.0,True
seisan.com,,,
sekuremerchants.com,0.0,0.0,True
semalt.com,0.0,0.0,True
semiengineering.com,0.0,1.0,True
senseon.io,0.0,0.0,True
seo-hacker.com,12.0,0.0,True
seoservices.com.au,1.0,2.0,True
seoadvantage.com.au,2.0,0.0,True
seobility.net,0.0,0.0,True
seo.co,6.0,0.0,True
seop.com,8.0,0.0,True
link-assistant.com,3.0,0.0,True
seoxport.com,3.0,0.0,True
seozoom.com,,,
servetel.in,0.0,0.0,True
sevenfigureagency.com,0.0,0.0,True
sevencollab.com,3.0,3.0,True
sevenevents.co.uk,2.0,0.0,True
identitytheft.org,0.0,2.0,True
sfgate.com,0.0,0.0,True
shadow.tech,0.0,2.0,True
bajajfinservmarkets.in,0.0,0.0,True
shapeways.com,0.0,1.0,True
hrotoday.com,1.0,2.0,True
sharpinstincts.com.au,4.0,0.0,True
shiftprocessing.com,0.0,0.0,True
shiksha.com,0.0,0.0,True
shoeboxed.com,0.0,1.0,True
shortform.com,0.0,0.0,True
sibedge.com,0.0,0.0,True
meetsidekick.com,0.0,0.0,True
siegemedia.com,2.0,1.0,True
sieverscreative.com,5.0,0.0,True
sigfig.com,0.0,0.0,True
siia.net,0.0,0.0,True
siliconrepublic.com,0.0,2.0,True
simplify360.com,0.0,0.0,True
simplyhired.com,0.0,0.0,True
simplywall.st,0.0,2.0,True
sinai.com,0.0,0.0,True
nextconf.eu,0.0,0.0,True
siteground.com,2.0,0.0,True
sitetrail.com,8.0,0.0,True
skift.com,0.0,1.0,True
skillpath.com,0.0,0.0,True
slashgear.com,0.0,6.0,True
slidecast.com,0.0,0.0,True
sloboda-studio.com,1.0,1.0,True
slrlounge.com,0.0,1.0,True
smallbusinessbc.ca,0.0,1.0,True
smallcase.com,0.0,0.0,True
smart-energy.com,0.0,0.0,True
smartasset.com,2.0,0.0,True
allnewbusiness.com,0.0,1.0,True
smartblogger.com,0.0,0.0,True
smartmakers.io,0.0,0.0,True
smartoptics.com,0.0,1.0,True
smartproxy.com,0.0,0.0,True
smartyads.com,0.0,1.0,True
smashbrand.com,1.0,0.0,True
snia.org,0.0,1.0,True
sociality.io,0.0,1.0,True
socradar.io,0.0,0.0,True
realwealthbusiness.com,1.0,5.0,True
softlist.io,25.0,0.0,True
softpedia.com,0.0,1.0,True
sdtimes.com,0.0,0.0,True
sololearn.com,1.0,0.0,True
solutionbuilders.com,4.0,2.0,True
officechai.com,0.0,2.0,True
solwit.com,1.0,1.0,True
sonatafy.com,3.0,0.0,True
simplified.com,3.0,0.0,True
soundonsound.com,0.0,4.0,True
sourceg.net,3.0,0.0,True
sourceintelligence.com,0.0,0.0,True
spacecoastdaily.com,0.0,5.0,True
thesparkhouse.com,0.0,0.0,True
sparkouttech.com,2.0,2.0,True
spectup.com,0.0,0.0,True
spenmo.com,1.0,0.0,True
securityintelligence.com,2.0,1.0,True
sphinx-solution.com,,,
spiceworks.com,1.0,2.0,True
spirit.com.au,3.0,0.0,True
splashthat.com,0.0,0.0,True
spokeo.com,0.0,0.0,True
sportsbusinessjournal.com,1.0,2.0,True
getpaint.net,0.0,0.0,True
spreaker.com,0.0,0.0,True
sprigstack.com,0.0,0.0,True
squaretalk.com,0.0,0.0,True
sriggle.com,1.0,0.0,True
ssls.com,0.0,0.0,True
lyrics.com,0.0,0.0,True
starmind.ai,,,
startuploans.co.uk,0.0,1.0,True
startpage.com,0.0,0.0,True
startupstash.com,10.0,0.0,True
startupfino.com,7.0,0.0,True
texasbar.com,1.0,0.0,True
stationx.net,1.0,0.0,True
staxpayments.com,0.0,0.0,True
steadily.com,0.0,0.0,True
thehindu.com,0.0,0.0,True
stickmancyber.com,2.0,0.0,True
stopwaste.org,0.0,0.0,True
thestorefront.com,0.0,0.0,True
stormotion.io,3.0,0.0,True
stottandmay.com,1.0,0.0,True
strapi.io,0.0,0.0,True
srarisk.com,,,
strategyzer.com,0.0,0.0,True
springboard.com,0.0,0.0,True
streamlabs.com,0.0,0.0,True
streetfightmag.com,0.0,0.0,True
stuenterprises.com,4.0,2.0,True
stuartslaw.com,1.0,1.0,True
stubhub.com,,,
studentloanplanner.com,1.0,1.0,True
studio-mcgee.com,0.0,5.0,True
studyinternational.com,0.0,1.0,True
splashlearn.com,0.0,0.0,True
sublime.security,0.0,0.0,True
successatschool.org,0.0,0.0,True
suitedynamics.io,0.0,0.0,True
summitpartners.com,0.0,2.0,True
suntory.com,0.0,0.0,True
sup.org,,,
superscale.com,0.0,0.0,True
supplychainbrain.com,1.0,1.0,True
supramind.com,0.0,0.0,True
surecloud.com,0.0,0.0,True
suretysystems.com,0.0,3.0,True
surgent.com,0.0,0.0,True
alchemer.com,0.0,0.0,True
sustainabilitymag.com,0.0,0.0,True
nicepublicsafety.com,0.0,0.0,True
sw3solutions.com,3.0,0.0,True
swankyagency.com,0.0,0.0,True
saasbpm.com,1.0,0.0,True
t-mobile.com,0.0,2.0,True
laprogressive.com,0.0,0.0,True
tabnine.com,0.0,0.0,True
tackmedia.com,8.0,2.0,True
tads.com,0.0,0.0,True
taggermedia.com,0.0,0.0,True
taglineinfotech.com,1.0,1.0,True
takechargeamerica.org,1.0,0.0,True
takneeki.com,0.0,0.0,True
taradel.com,0.0,0.0,True
taxconnex.com,0.0,0.0,True
knowledge-bull.com,1.0,5.0,True
tcn.com,0.0,0.0,True
tdengine.com,0.0,1.0,True
team-consulting.com,2.0,0.0,True
teamtweaks.com,6.0,0.0,True
uktech.news,0.0,2.0,True
tech.co,9.0,0.0,True
tech.eu,0.0,2.0,True
tech2globe.com,36.0,2.0,True
techcabal.com,0.0,2.0,True
tm-robot.com,0.0,0.0,True
danielmiessler.com,0.0,0.0,True
technavio.com,0.0,0.0,True
technians.com,15.0,2.0,True
technicalwriterhq.com,0.0,0.0,True
technologymagazine.com,0.0,0.0,True
techultrasolutions.com,0.0,0.0,True
o2.co.uk,0.0,2.0,True
telestream.net,0.0,0.0,True
legalreader.com,0.0,1.0,True
tenesys.io,1.0,0.0,True
tenor.com,0.0,0.0,True
tenorshare.com,0.0,1.0,True
hoeijmakers.net,0.0,1.0,True
teqtop.com,3.0,0.0,True
terminusapp.com,0.0,0.0,True
bigdataanalyticsnews.com,5.0,1.0,True
testmatick.com,6.0,0.0,True
testpros.com,2.0,0.0,True
tevora.com,5.0,0.0,True
textio.com,0.0,0.0,True
thealternativeboard.com,0.0,0.0,True
azcentral.com,0.0,1.0,True
autotrainingcentre.com,0.0,0.0,True
thebash.com,0.0,0.0,True
bridgespan.org,0.0,0.0,True
thecandidate.co.uk,6.0,3.0,True
theclose.com,0.0,0.0,True
thecreativemomentum.com,,,
thecut.com,0.0,3.0,True
dailyiowan.com,0.0,2.0,True
thedigitalintellect.com,2.0,0.0,True
europeanfinancialreview.com,2.0,2.0,True
theeverygirl.com,0.0,4.0,True
theglobalfund.org,0.0,0.0,True
goodmenproject.com,0.0,2.0,True
thehappybeavers.com,0.0,0.0,True
thehortongroup.com,1.0,1.0,True
theinfiniteagency.com,0.0,0.0,True
theintercept.com,0.0,1.0,True
iqair.com,0.0,0.0,True
thelancet.com,0.0,0.0,True
lubrizol.com,,,
marksgroup.net,0.0,0.0,True
tmc.net,1.0,1.0,True
thenewstack.io,0.0,0.0,True
thenextweb.com,0.0,0.0,True
ocregister.com,0.0,4.0,True
thepointsguy.com,0.0,4.0,True
thequantuminsider.com,0.0,2.0,True
rayhamilton.com,2.0,1.0,True
thesocialmediahat.com,4.0,0.0,True
thesocialshepherd.com,0.0,0.0,True
thespruce.com,0.0,2.0,True
thesslstore.com,0.0,2.0,True
surfoffice.com,0.0,0.0,True
theappsolutions.com,0.0,0.0,True
inc42.com,0.0,2.0,True
thedigitalprojectmanager.com,13.0,0.0,True
thedrum.com,1.0,2.0,True
theenterpriseworld.com,0.0,4.0,True
thegraph.com,0.0,0.0,True
thehackernews.com,0.0,1.0,True
theinformation.com,0.0,2.0,True
theorg.com,0.0,0.0,True
dev.to,0.0,0.0,True
thestorytellerstudios.com,0.0,0.0,True
thimble.com,0.0,0.0,True
thinkshaw.com,3.0,0.0,True
thinkmobiles.com,0.0,0.0,True
darkhorse.co,10.0,0.0,True
elite.com,0.0,1.0,True
threatcop.com,0.0,0.0,True
threatpost.com,2.0,0.0,True
appventurez.com,10.0,7.0,True
tickmill.com,0.0,0.0,True
tillerdigital.com,0.0,0.0,True
timeanddate.com,0.0,1.0,True
timelybills.app,1.0,0.0,True
tinypulse.com,,,
tinyurl.com,0.0,0.0,True
top10.com,1.0,0.0,True
topcontent.com,0.0,1.0,True
topresume.com,0.0,0.0,True
toptenreviews.com,0.0,1.0,True
opsmatters.com,8.0,5.0,True
torrentconsulting.com,0.0,0.0,True
totalphase.com,0.0,0.0,True
magnetevents.com,2.0,0.0,True
traceone.com,2.0,1.0,True
tracker-rms.com,0.0,0.0,True
tracx.com,0.0,0.0,True
tradefinanceglobal.com,0.0,2.0,True
tradifyhq.com,0.0,0.0,True
traffictail.com,10.0,0.0,True
trainingindustry.com,2.0,2.0,True
trainual.com,1.0,1.0,True
trajital.co.uk,4.0,0.0,True
travelagewest.com,0.0,1.0,True
traveldailynews.com,0.0,4.0,True
tray.io,0.0,0.0,True
trebas.com,,,
trewmarketing.com,1.0,0.0,True
tridenstechnology.com,0.0,0.0,True
trio.dev,0.0,0.0,True
3-tree.com,0.0,0.0,True
invoicefactoring.com,0.0,0.0,True
trooinbound.com,4.0,0.0,True
truedialog.com,2.0,0.0,True
trumpia.com,,,
trustbuilder.com,4.0,1.0,True
retool.com,0.0,0.0,True
tubikstudio.com,0.0,0.0,True
tugelapeople.com,1.0,1.0,True
turbify.com,3.0,0.0,True
tutti.space,0.0,0.0,True
twc-it-solutions.com,4.0,2.0,True
arts.ac.uk,0.0,0.0,True
afdb.org,0.0,0.0,True
ukrecruiter.co.uk,1.0,0.0,True
universitylabpartners.org,0.0,2.0,True
up.com,,,
uniquesoftwaredev.com,0.0,0.0,True
ushmm.org,0.0,1.0,True
utfinancial.org,0.0,0.0,True
uhc.com,0.0,0.0,True
ugent.be,0.0,0.0,True
nottingham.ac.uk,0.0,2.0,True
uniworld.com,0.0,0.0,True
upcounsel.com,0.0,0.0,True
upskillist.com,0.0,3.0,True
urbanbound.com,,,
uscoachways.com,0.0,0.0,True
usac.org,,,
userful.com,0.0,0.0,True
random-name-generator.com,0.0,0.0,True
uxbooth.com,0.0,0.0,True
uxplanet.org,0.0,0.0,True
uzio.com,0.0,0.0,True
valto.co.uk,6.0,0.0,True
valuewalk.com,0.0,3.0,True
valueappz.com,0.0,0.0,True
valueblue.com,0.0,0.0,True
vananservices.com,,,
vazoola.com,10.0,1.0,True
vbout.com,1.0,1.0,True
vecteezy.com,0.0,0.0,True
sitepoint.com,0.0,0.0,True
veraqor.io,3.0,0.0,True
verbbrands.com,2.0,1.0,True
verseoads.com,5.0,0.0,True
verzdesign.com,2.0,0.0,True
vevox.com,0.0,1.0,True
vfmseo.com,6.0,1.0,True
videobolt.net,0.0,0.0,True
videonetics.com,1.0,1.0,True
villanovau.com,4.0,0.0,True
vinchin.com,0.0,1.0,True
vinciworks.com,2.0,0.0,True
vinncorp.com,2.0,0.0,True
vironit.com,4.0,0.0,True
virtina.com,,,
vcasoftware.com,2.0,1.0,True
visible.vc,0.0,0.0,True
visualedgeit.com,0.0,0.0,True
visualdomain.com.au,4.0,5.0,True
viventium.com,3.0,1.0,True
vivitec.net,0.0,1.0,True
voice123.com,0.0,0.0,True
volersystems.com,,,
volvopenta.com,0.0,0.0,True
voquent.com,,,
partnerkin.com,0.0,0.0,True
vortexdoors.com,2.0,1.0,True
vpnoverview.com,0.0,4.0,True
vrinsofts.com,9.0,2.0,True
vsco.co,0.0,0.0,True
w3era.com,36.0,0.0,True
wallstreetprep.com,0.0,0.0,True
warc.com,0.0,0.0,True
washingtonian.com,0.0,6.0,True
theedadvocate.org,0.0,1.0,True
wave3.com,0.0,3.0,True
waypathconsulting.com,0.0,0.0,True
wazirx.com,0.0,0.0,True
vts.com,0.0,0.0,True
wealthdesk.in,0.0,0.0,True
weareaspire.com,,,
who.is,2.0,0.0,True
weareteachers.com,0.0,0.0,True
weave.works,0.0,0.0,True
webdesign-inspiration.com,0.0,1.0,True
webdigitalmediagroup.com,12.0,0.0,True
webalive.com.au,,,
webomaze.com,,,
webpublisherpro.com,0.0,0.0,True
wedigtech.com,2.0,0.0,True
wefunder.com,0.0,0.0,True
wandb.ai,0.0,0.0,True
wellable.co,0.0,0.0,True
westconcomstor.com,,,
westhost.com,5.0,0.0,True
weststarbank.com,0.0,1.0,True
komando.com,0.0,5.0,True
wethrift.com,0.0,0.0,True
wetransfer.com,0.0,0.0,True
ecommerceguide.com,2.0,0.0,True
ioforth.com,2.0,0.0,True
wheelhouse.com,9.0,0.0,True
wheelhouse.solutions,10.0,0.0,True
whereoware.com,0.0,0.0,True
whistleout.com,0.0,0.0,True
whitedigital.in,0.0,0.0,True
whitepages.com,0.0,0.0,True
whizconsulting.net,0.0,0.0,True
wikijob.co.uk,1.0,3.0,True
hopkinsmedicine.org,0.0,2.0,True
windowscentral.com,0.0,1.0,True
windwardstudios.com,0.0,2.0,True
wirestock.io,,,
wisebread.com,1.0,4.0,True
wisteria.co.uk,0.0,2.0,True
worldcat.org,0.0,0.0,True
womenlovetech.com,0.0,4.0,True
womensworldbanking.org,0.0,0.0,True
wordsburg.com,0.0,0.0,True
wordspath.com,0.0,0.0,True
advantageclub.co,0.0,0.0,True
worktime.com,1.0,3.0,True
workelevate.com,,,
workjam.com,0.0,0.0,True
workology.com,0.0,0.0,True
workspan.com,0.0,0.0,True
worldbusinessoutlook.com,0.0,4.0,True
worldoil.com,1.0,3.0,True
casaplorer.com,0.0,0.0,True
wowhead.com,0.0,1.0,True
wpp.com,0.0,1.0,True
trenchlesspedia.com,0.0,0.0,True
wytlabs.com,4.0,0.0,True
xbosoft-testing.com,2.0,0.0,True
wellnessliving.com,0.0,0.0,True
btcc.com,0.0,0.0,True
yourstory.com,0.0,0.0,True
yousign.com,0.0,1.0,True
youthemployment.org.uk,0.0,1.0,True
yugasa.com,0.0,3.0,True
zatun.com,1.0,0.0,True
zdnet.com,0.0,0.0,True
zebpay.com,0.0,0.0,True
zenledger.io,0.0,0.0,True
zfort.com,,,
zignuts.com,5.0,0.0,True
zionmarketresearch.com,,,
zippia.com,1.0,3.0,True
intelligenthq.com,2.0,7.0,True
zuaneducation.com,0.0,0.0,True
zyro.com,0.0,0.0,True
biteable.com,0.0,0.0,True
